STATION,NAME,COUNTRY,LATITUDE,LONGITUDE,ELEVATION,DATE,EMXP,PRCP,TAVG,TMAX,TMIN
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-01,0.38,0.8,47.6,55.5,39.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-02,0.72,2.31,47.8,57,38.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-03,1.07,2.19,48.9,55.9,41.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-04,0.53,0.68,55.2,65.1,45.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-05,0.48,1.76,62.3,70.9,53.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-06,0.43,0.9,68.6,77.3,60
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-07,0.23,0.25,75.4,85.7,65.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-08,1.46,1.66,75.6,84.2,67
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-09,0.79,3.19,70.1,78.3,61.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-10,0.46,0.46,57.7,67,48.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-11,1.04,2.49,51.2,57.5,44.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1975-12,1.87,4.4,45,52.2,37.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-01,1.05,1.21,43.7,52,35.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-02,0.66,1.8,48.2,55.3,41.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-03,0.56,1.42,49.9,59,40.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-04,1.45,3.98,54.9,63.2,46.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-05,0.84,1.59,64.2,73.6,54.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-06,0.8,0.84,72.9,83,62.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-07,0.45,1.08,75.6,84.5,66.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-08,0.42,1.18,73.1,82.5,63.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-09,0.32,1.41,66,73.9,58.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-10,4.02,12.07,59,66.5,51.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-11,1.66,4.36,48.4,55.9,40.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1976-12,1.24,1.98,47,53.5,40.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-01,0.65,2.78,46.5,52.7,40.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-02,0.86,1.78,50.2,57.9,42.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-03,0.51,1.65,53.6,62,45.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-04,0.36,0.74,54.9,63.9,45.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-05,2.01,4.77,61.1,69.1,53.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-06,0.46,1.35,67.9,76.2,59.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-07,1.5,2.46,72.2,81.1,63.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-08,0.83,1.55,70.8,79.4,62.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-09,0.07,0.07,66.1,75.9,56.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-10,1.65,3.37,63.9,71.5,56.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-11,1.58,2.59,51.4,58.3,44.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1977-12,1.35,2.35,47.1,54.4,39.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-01,2.28,5.35,43.6,49.8,37.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-02,2.13,3.32,45.8,52.4,39.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-03,0.83,1.19,51.6,59.9,43.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-04,0.87,2.51,52.7,60.2,45.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-05,1.14,3.38,60.7,68.9,52.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-06,0.29,0.42,67.7,76.4,59
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-07,0.19,0.22,72.9,82.8,62.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-08,0.17,0.43,72.6,82.5,62.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-09,1.77,1.78,68.3,77.8,58.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-10,0.27,0.32,58.3,68.2,48.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-11,0.07,0.11,50.9,59.8,42
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1978-12,0.91,2.68,48.1,55.7,40.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-01,0.5,2.38,42.9,49,36.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-02,0.5,2.46,46.7,53.4,40
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-03,0.89,1.95,52,60.1,44
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-04,0.43,0.69,54,62.1,45.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-05,0.51,0.65,63.5,72.8,54.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-06,0.18,0.48,72.2,81.8,62.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-07,0.05,0.05,76.1,86.2,65.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-08,0.13,0.36,73.2,82.1,64.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-09,0.29,0.71,67.7,76.8,58.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-10,2.2,11.09,62.6,69.3,56
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-11,0.67,0.85,49.1,57,41.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1979-12,1.23,2.57,46.3,53.5,39.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-01,0.23,1.12,44.5,50.4,38.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-02,0.01,0.01,50.2,58.1,42.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-03,0.82,1.9,50.5,58.4,42.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-04,0.45,1.07,53.4,61.2,45.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-05,1.64,3.51,60.2,68.5,51.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-06,0.43,0.72,67.7,76.4,59
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-07,0.13,0.22,70.8,79.9,61.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-08,1.31,1.53,75.9,85.5,66.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-09,0.01,0.01,71,80.3,61.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-10,0.87,1.57,59.4,67.7,51.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-11,0.78,1.78,50.1,56.9,43.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1980-12,0.22,0.26,40.9,48.5,33.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-01,0.36,0.82,41.8,50.4,33.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-02,0.25,0.59,42.9,51.5,34.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-03,1.39,2.94,53.6,60.8,46.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-04,0.37,1.25,58.4,67.2,49.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-05,0.8,1.57,62.7,71.1,54.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-06,1.35,1.58,71,81,61.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-07,0.91,1.26,72.8,81.8,63.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-08,0.02,0.02,75.8,86.4,65.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-09,1.09,2.24,71,79.2,62.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-10,0.38,0.95,60.1,68.4,51.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-11,0,0,49.8,57.6,42
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1981-12,1.08,4.26,46.3,53,39.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-01,0.34,0.75,49.2,56,42.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-02,0.58,1.1,47.8,55.2,40.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-03,0.21,0.39,49.3,57.9,40.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-04,0.58,1.12,55.3,64.4,46.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-05,0.06,0.13,63.4,73.5,53.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-06,0.84,1.02,72.9,81.8,64.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-07,0.03,0.03,78.9,88.7,69.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-08,0.76,1.11,73.8,83.3,64.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-09,0.68,0.78,71.6,80.8,62.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-10,0.98,2.44,59.5,67.9,51.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-11,1.67,4.74,53.8,60,47.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1982-12,0.24,1,45.8,52.4,39.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-01,0,0,45.1,53.8,36.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-02,0.99,2.6,41.4,49,33.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-03,0.76,1.64,49.9,58.3,41.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-04,0.7,1.36,56,63.4,48.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-05,2.44,2.8,61.2,68.5,53.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-06,0.65,1.74,69.3,78.5,60.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-07,0,0,80,90.3,69.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-08,2.13,5.2,74.3,82.8,65.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-09,0.1,0.14,69.6,78.4,60.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-10,1.17,2.08,60,68.8,51.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-11,0.21,0.44,53.7,60.6,46.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1983-12,0.97,2.65,45.1,53,37.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-01,0.31,1.6,43.8,50.7,36.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-02,1.15,1.86,42.5,49.9,35.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-03,0.65,1.72,47.7,55.7,39.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-04,0.35,0.46,54.2,64,44.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-05,1.43,4.31,57.8,64.8,50.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-06,0.5,0.99,67.9,77.2,58.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-07,0,0,74.3,84.3,64.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-08,3.37,4.13,72.3,81.7,62.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-09,0.22,0.98,64.9,72.6,57.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-10,0.39,1.24,59.5,67.8,51.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-11,0.87,3.63,56.1,62.7,49.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1984-12,1.93,2.23,45.3,53.2,37.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-01,0.3,0.92,35.9,43.5,28.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-02,0.48,1.49,48.2,56,40.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-03,0.8,3.87,47.6,55,40.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-04,0.35,0.87,56.7,65.7,47.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-05,1.57,3.19,60,67.8,52.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-06,0.34,0.79,68,77,59
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-07,0.34,0.34,76.3,86.4,66.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-08,1.2,1.76,72.3,82.1,62.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-09,0,0,70.5,81.3,59.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-10,0.54,1.35,63,71.1,54.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-11,0.83,1.13,45.7,52.5,38.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1985-12,0.94,3.06,47.4,55.3,39.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-01,1.76,4.54,42.9,49.9,36
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-02,0.53,2.34,40.4,47.6,33.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-03,0.3,0.55,50.3,58.5,42.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-04,1.59,4.28,53.7,60.2,47.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-05,0.02,0.07,65.9,74.9,56.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-06,0.49,0.94,69.3,78.4,60.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-07,0,0,74.4,84,64.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-08,0.83,0.91,74.2,84.1,64.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-09,1.48,1.88,69.7,78.7,60.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-10,1.47,3.72,63.4,71,55.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-11,0.44,1.13,52.8,60.6,45
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1986-12,1.11,1.77,45.6,52.4,38.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-01,1.78,3.45,37.3,45.5,29.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-02,0.94,2.35,45.2,52.1,38.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-03,1.08,1.44,46.8,54,39.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-04,1.24,1.75,56,64.5,47.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-05,0.31,0.51,59.4,68.7,50.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-06,0.33,0.94,68.8,77.9,59.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-07,2.03,3.06,75.3,84.4,66.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-08,0.87,1.8,74,83.9,64.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-09,0.34,0.56,71.5,80.5,62.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-10,1.87,5.1,63.3,70.2,56.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-11,1.09,2.31,50.6,57.7,43.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1987-12,0.49,1.78,47.2,54.7,39.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-01,2.48,3.93,49.2,55,43.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-02,0.17,0.44,45.5,53.8,37.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-03,1.26,2.46,49.2,56.7,41.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-04,0.52,2.69,55.7,62.8,48.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-05,0.81,2.33,62.8,70.3,55.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-06,0.2,0.49,67.9,76.4,59.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-07,0.24,0.29,73.2,82.9,63.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-08,0.02,0.02,74.2,84.3,64
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-09,0.3,0.72,67.6,77.6,57.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-10,1.02,2.3,64.1,71.7,56.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-11,0.06,0.21,50.5,58.5,42.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1988-12,0.35,0.36,44.1,53.1,35.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-01,0.12,0.27,45.1,55.3,34.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-02,0.75,1.32,48.5,58.1,39
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-03,0.22,0.52,55.1,64.3,45.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-04,0.82,2.3,55.8,63.4,48.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-05,0,0,66.3,76.8,55.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-06,0.01,0.01,71.3,80.8,61.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-07,0.06,0.07,78.2,88.1,68.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-08,0.01,0.02,75.3,85,65.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-09,1.09,1.13,68.2,77.1,59.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-10,0.72,0.84,59.9,69.2,50.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-11,1.65,2.69,52.7,60.2,45.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1989-12,0.62,1.11,50.9,58.4,43.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-01,0.98,2.12,45.7,55.8,35.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-02,0.32,0.61,54.2,62.1,46.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-03,0.58,0.59,54.3,63.6,45
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-04,0.99,3.67,56.1,64.8,47.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-05,0.93,1.99,66.8,76.3,57.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-06,0.25,0.52,70.1,79.6,60.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-07,0.17,0.27,74.5,83.9,65.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-08,0.75,1.23,74.4,84,64.8
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-09,0.99,1.3,67.4,76.6,58.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-10,0.87,4.2,63.2,70.2,56.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-11,0.45,1.29,50.1,56.9,43.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1990-12,0.97,1.87,40.1,47.3,33
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-01,0.36,0.56,42.9,51.5,34.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-02,0.47,1.18,43.4,51.5,35.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-03,1.43,2.21,55.9,63.9,48
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-04,0.71,1.57,54.4,63.7,45.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-05,0.35,0.5,59.6,68.5,50.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-06,0.53,0.92,68.8,77.5,60.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-07,0.13,0.13,77.2,87.6,66.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-08,0.31,0.35,77.6,87.7,67.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-09,1.94,4.69,72.4,80.5,64.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-10,0.93,3.96,59,66.3,51.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-11,0.46,0.86,51.5,58.1,44.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1991-12,0.03,0.04,44.8,53,36.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-01,0.35,0.79,43.4,51.7,35
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-02,0.37,0.77,47.1,55.8,38.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-03,0.49,0.97,52.6,60.2,45
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-04,0.2,0.61,57.1,66.1,48.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-05,1.46,2.03,66.3,75.4,57.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-06,0.76,3.47,67.2,74.9,59.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-07,0.37,0.76,74.8,84.4,65.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-08,0.87,0.98,77.8,87.2,68.5
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-09,0.94,1.26,68.9,78,59.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-10,0.27,1.68,57.8,64.2,51.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-11,0.62,0.84,52,59.7,44.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1992-12,0.13,0.4,49.2,55.5,43
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-01,0.06,0.06,46.5,54.9,38.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-02,0.32,0.71,45.9,54.5,37.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-03,0.21,0.69,50.6,58.9,42.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-04,2.29,6.17,57.7,65.8,49.6
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-05,0.32,0.96,65,73.5,56.4
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-06,0.28,0.3,72,81,62.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-07,0.13,0.13,73.7,83.1,64.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-08,0.43,0.54,77,87,67
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-09,4.53,6.78,68.3,76.4,60.3
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-10,0.85,2.17,61,66.8,55.1
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-11,0.69,2.14,49.9,56.9,42.9
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1993-12,0.23,0.54,46.8,53.8,39.7
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1994-01,1.99,3.5,45.7,53.2,38.2
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1994-02,2.39,4.01,47.9,54.7,41
FR000007650,MARSEILLES MARIGNANE, FR,43.4378,5.2158,9,1994-03,0.05,0.09,55.7,64.8,46.5
